,date,title,text
59,NaN,Rail Supply Chain News,"Tracker

The amount of containers handled at 12 major gateways can help show how the economy is faring. Use this tracker to dig into trends by seaport, coast and month.

Updated Dec. 10, 2024"
60,2024-11-26 09:24:00,Trump calls for 25% tariffs on imports from Canada and Mexico,"Listen to the article 3 min This audio is auto-generated. Please let us know if you have feedback

Donald Trump plans to use an executive order to levy a 25% tariff on imports from Canada and Mexico on day one in office, the president-elect posted on Truth Social on Monday.

These new threats also include a promised additional 10% tariff on goods from China and build on Trump’s campaign promises to impose aggressive tariffs to entice companies to establish production hubs in the U.S. The Biden administration finalized tariff hikes on some China-made goods in September.

In the leadup to the Nov. 5 election, Trump consistently said he would raise tariffs on China-made goods to 60% while implementing an up to 20% tariff on imports generally.

The moves could put the country back on a path towards the trade war it waged during Trump’s first presidency, when the president imposed tariffs on goods from multiple countries, including Canada, Mexico and China.

Also at stake as Trump reenters office is the United States-Mexico-Canada Agreement. The 2018 trade deal put a halt to tensions between the North American countries, but the agreement is up for review in 2026.

“If President Trump proceeds with imposing immediate and unilateral tariffs, it could escalate tensions and effectively ‘go nuclear’ on USMCA,” Alberto Villareal, managing director of business consulting firm Nepanoa, wrote in a LinkedIn post Monday. “In response, Mexico and Canada might retaliate with tariffs on U.S. exports before revisiting the agreement.”

Retaliatory tariffs from Mexico and Canada would impact goods such as produce and chemicals, according to Villareal.

Increased tariffs could also harm U.S. retailers, manufacturers and consumers.

Even prior to Trump’s Monday announcement, new tariffs were projected to increase inflation and cost American shoppers up to $78 billion in spending power each year, per the National Retail Federation. Tariff hikes would also be “devastating” for manufacturers that import foreign components, according to Sanjay Patnaik, a senior fellow at the Brookings Institution.

Furthermore, tariffs could push companies to create standalone supply chains to export to the U.S., Mary Lovely, an Anthony M. Solomon senior fellow at the Peterson Institute for International Economics, said during a Nov. 20 press briefing with the Port of Los Angeles.

With less than two months before Trump retakes office, companies are already preparing for increased duties. Some, like Williams-Sonoma, Steve Madden and Ralph Lauren, are proactively reducing their sourcing from China, while others like Honda and Traeger are shifting their production strategies."
61,NaN,Armada Sunset Holdings,"From the Editor

Armada, Sunset Transportation, and ATEC Systems make up our family of companies at the forefront of supply chain management. Building on each company’s history of success, we know we are better together. Our approach streamlines supply networks to drive outstanding performance for our clients. Our solutions include supply chain orchestration, supply chain planning, warehouse solutions, transportation solutions, global trade and logistics, and financial risk mitigation."
62,2024-11-22 00:00:00,TJ Maxx says Trump’s tariff ‘chaos’ will help the chain,"New York CNN —

Companies and economists warn that President-elect Donald Trump’s plans to slap tariffs on all US imports will cause havoc in supply chains and raise prices for customers. But TJ Maxx believes that Trump’s tariff plans will benefit the discount chain.

TJX, the parent company of TJ Maxx, Marshalls and HomeGoods, said Wednesday that the “chaos” Trump’s tariffs may bring to the retail industry plays right into its business model. Tariffs are taxes placed on imported goods designed to protect domestic manufacturers. Companies that import products pay the taxes and typically pass the extra cost on to customers in the form of higher prices.

Unlike most brands and retailers, TJX says it only imports a small, undisclosed percentage of its merchandise from factories overseas. Instead, TJX relies mostly on buying designer brands’ excess merchandise straight from the brands, much of it after it’s already been imported — and then selling it to customers anywhere from 20% to 60% below regular prices. TJX’s “opportunistic buying” strategy capitalizes on supply chain disruptions, canceled orders and overproduction. And if an item is already in the US, any potential tariff would have already been paid by the first importer.

TJX believes that Trump’s planned tariffs will create more opportunities to scoop up designer goods as companies race to bring in products early to avoid tariffs. More goods are expected to be imported into the US than normal for the remainder of this year as retailers face a potential resumption of the East Coast port strike, as well as tariff increases, the National Retail Federation said earlier this month. Imports are forecast to grow 13.6% in November from last year and 6.1% in December.

“Manufacturers could bring in goods early,” TJX CEO Ernie Herrman said on an earnings call with analysts Wednesday following the company’s strong sales and profit growth during its latest quarter. “That could create even additional availability of goods at advantageous prices for us.”

“That’s as likely a scenario as anything,” he said.

That’s exactly what happened for TJX in 2019, when the Trump administration hiked tariffs to 25% on $200 billion worth of Chinese goods. Herrman said at the time that tariffs created “buying opportunities” for TJX.

This time around, Trump has proposed a 20% tariff across the board on all US imports and even steeper duties of 60% on goods from China and other major trading partners. That policy could cost the typical middle-income US household more than $2,600 per year, according to research from the Peterson Institute for International Economics.

TJX’s message on tariffs stands in sharp contrast to other retailers that rely more on imported products. Walmart and Lowe’s said this week that they may have to raise prices if Trump’s tariffs take effect, while companies like Steve Madden are speeding up plans to move production out of China.

“Our model is everyday low prices. But there probably will be cases where prices will go up for consumers,” Walmart finance chief John David Rainey said in an interview with CNBC.

TJX may have to raise prices, too. But the company said it will still be a bargain compared to rivals.

“The view from TJX is that regardless of tariffs they will still be able to maintain way more competitive prices than mainstream retailers,” Neil Saunders, an analyst at GlobalData Retail, said in an email to CNN. “In other words, even if prices do generally rise because of tariffs, TJX will still be relatively cheaper.”"
63,NaN,Supply Chain Logistics News,"By signing up to receive our newsletter, you agree to our Terms of Use and Privacy Policy . You can unsubscribe at anytime."
64,2024-11-19 00:00:00,Lufthansa Group CEO on Supply Chain Disruptions,"1. How relevant is this ad to you?

Video player was slow to load content Video content never loaded Ad froze or did not finish loading Video content did not start after ad Audio on ad was too loud Other issues"
65,2024-11-15 09:42:00,"Yeti, e.l.f. Beauty and others prep supply chains for Trump tariffs","Listen to the article 7 min This audio is auto-generated. Please let us know if you have feedback

From grill makers to beauty brands, companies of all kinds are firming up their plans for potentially higher tariffs under President-elect Donald Trump.

Expanding production in countries beyond China and passing on duties via higher prices are among the measures businesses are considering. Other companies are simply staying the course, content with their current sourcing mix.

Overall, there is no one-size-fits-all approach to mitigate expanded tariffs. Read on to see what measures five companies are taking to keep their supply chains steady during Trump's second term.

Traeger

Adding more manufacturing capacity in Vietnam is a priority for wood pellet grill maker Traeger as Trump targets China-made goods for tariff hikes. The company is in the process of bringing on a new production partner in Vietnam ""that has the ability to scale meaningfully,"" CEO Jeremy Andrus said on a Nov. 6 earnings call.

About 80% of Traeger's grills are manufactured in China, and 20% are made in Vietnam currently, Andrus said. Traeger's grill and cooking accessories are largely manufactured in China as well, except for its Taiwan-made ""Meater"" wireless meat thermometer. For now, wood pellet grills aren't covered by tariffs, but accessories are, according to Andrus.

""Pricing is always a lever."" Jeremy Andrus Traeger CEO

To whatever extent tariffs impact Traeger's sourcing locations, the company will work with manufacturers to improve efficiency and ""figure out how we can share in those tariffs,"" Andrus said. It could also lead Traeger to pass on added costs to customers.

""Pricing is always a lever, and I suspect that an environment where tariffs are broad-based and pervasive that most brands will also be leading to price to mitigate the downside of those tariffs, and we would look to do the same,"" Andrus said.

Additionally, Traeger is considering other manufacturing options in Asia.

Yeti

There are various unknowns regarding how potential tariffs under the Trump administration will take form, Yeti CFO Mike McMullen said on the company's Nov. 7 earnings call. That's why the cooler and drinkware company is focusing only on what it can control within its supply chain.

""We have been through this before in the 2018-2019 timeframe with soft [cooler] goods and we navigated that successfully,"" McMullen said. ""And we believe the plan that we have in place today would allow us to do that again.""

Changing prices is potentially an option to offset additional tariffs, McMullen said. The company is also pushing to expand its manufacturing footprint beyond China, launching production at its second drinkware facility outside the country in Q3.

""We remain confident that by the end of this year approximately 20% of our global drinkware capacity will be located outside of China and by the end of 2025, 50% of our drinkware capacity will be outside of China,"" President and CEO Matt Reintjes said on the call.

While many of Yeti's core products are made in China, it also relies on manufacturing in the Philippines, Vietnam, Taiwan, Poland, Mexico, Thailand and Malaysia, per its annual financial report.

Fortune Brands Innovations

Fortune Brands Innovations will continue to use a combination of primary and secondary sourcing options to manage tariff risks, CEO Nicholas Fink said on the home and security products maker's Nov. 6 earnings call.

""Your secondary source may cost you a bit more than your primary source, but if your primary source were to become more expensive because of tariffs, you can dial that down and dial up your secondary source and rebalance it to be the most efficient,"" Fink said.

That approach has led to a diverse production base for Fortune Brands. The company operated 16 manufacturing facilities in the U.S. and 15 abroad at the end of last year, according to its annual financial report. Only two of those international manufacturing locations were in Asia.

With the variety of sourcing locations, less than 25% of Fortune's cost of goods sold is tied to China currently, EVP and CFO David Barry said on the call. That's down from more than 50% in 2018.

""We're operating under a base case scenario that tariffs from China at least are going to increase, and the team is working to optimize our network around that,"" Barry said. ""And we do view this as an opportunity.""

Crown Crafts

Not all businesses are paring back their reliance on China. Crown Crafts, an infant and toddler products company, is still firmly tied to the country even as tariff risks loom, CEO Olivia Elliott said on a Nov. 12 earnings call.

""China is still the better option."" Olivia Elliott CEO, Crown Crafts

As of March 31, Crown Crafts' largest concentration of contract manufacturers is in China, according to its annual financial report. It also maintains a foreign representative office in the country to coordinate production, purchases and shipments as well as pursue new vendors.

Maybe “Crown Crafts has considered tapping into manufacturers in other countries like Mexico, but China comes out ahead in terms of price and supply chain infrastructure, Elliott said.

""China is still the better option,"" Elliott said. ""That being said, we continue to look at other places and be ready just in case there are higher tariffs that we can't pass along and other countries become more viable.""

e.l.f. Beauty

When higher tariffs began impacting e.l.f. Beauty in 2019, it was much more reliant on China for sourcing, SVP and CFO Mandy Fields said on the makeup and skincare products company's Nov. 6 earnings call.

Back then, the company was much more exposed to China tariffs, with about 99% of its products being sourced from the country. Today, e.l.f. Beauty sources about 80% from China, Fields said.

Also working in the company's favor is its growing base of customers outside the U.S. Its international business drove 21% of its net sales in Q2, up from 16% one year ago. This will further reduce its exposure to the tariffs the country levies on China, Fields said.

""We certainly have run a number of scenarios for potential tariffs and I think still too early to tell what level those may come in,"" Fields said. ""But we have a playbook and we have a number of levers at our disposal."""
66,NaN,Supply Chain Dive,"By signing up to receive our newsletter, you agree to our Terms of Use and Privacy Policy . You can unsubscribe at anytime."
67,2024-11-14 00:00:00,From Production To Precision: How AI Is Reshaping Manufacturing,"AI making an impact on manufacturing getty

Manufacturing is getting a lot more attention in the news recently. While globalization has pushed the availability of goods around the world and lowered their cost in significant ways over these past many decades, the impact of globalization is also felt in regions where manufacturing was previously a mainstay of the local economy.

The use of AI is bringing a wide range of innovations to the manufacturing industry that not only improves the quality and availability of goods, but also the ability to bolster manufacturing efforts in regions where AI can augment otherwise high cost of labor or availability of materials.

AI is Improving and Augmenting the Manufacturing Process

For a long time automation has been used in the process of assembling and manufacturing products, especially since the Industrial Revolution and the Industry 2.0 and 3.0 waves that increasingly added factory lines, computer-driven automation, and more precision fabrication technologies. AI is adding to this automation formula by adding aspects of intelligence that makes these automated manufacturing processes more accurate and adaptable.

Even though most of today’s traditional industrial robots lack the basic intelligence to qualify as AI, AI-powered robots are poised to make a substantial impact in the manufacturing industry. You can have non-intelligent robots that are programmed to do specific tasks and automate it, and those robots are usually caged off from humans due to the damage they could cause if you’re in the wrong place at the wrong time.

However, collaborative robots, also known as “cobots”, are a different sort of robotic beast. These AI-driven robots are being used for automating repetitive tasks, such as assembly or welding, or even materials handling. These collaborative robots are able to work side by side with humans, and so they don't need to be caged off.

The use of AI-powered computer vision solutions is also commonly applied to assist with quality control and inspection. Computer vision systems are being deployed to help spot defects in products throughout the manufacturing process. These systems can detect even the smallest of imperfections throughout the process, so that defective products can be removed from the production line and get fixed or scrapped before they get into customer's hands.

AI is helping move the manufacturing industry closer to the idea of the smart factory and the concept of Industry 4.0, in which machines, sensors, and systems are interconnected and communicate with each other. These interconnected systems collect data in real-time to optimize production processes, enhance decision-making, and enable predictive maintenance.

Furthermore, these fully automated and intelligent systems can be operated with minimal human intervention, allowing the idea of the “lights out factory” in which manufacturing systems can happen even while the lights are off.

In this vision, manufacturing systems operate around the clock, and you only need lights to be turned on when you're doing quality control. It's still more of a futuristic fantasy vision as it's very hard to take the human entirely out of the manufacturing loop, but you could see that technology is increasingly making its way in to automate those things.

AI is helping to make manufacturing processes more reliable, efficient, cost effective, and repeatable, giving factories more uptime, driving down the cost of goods, and reducing issues relating to labor shortages and staffing challenges. The smart factory can’t be realized without AI, since it takes intelligence to be smart.

AI is Keeping Manufacturing Running Efficiently and Effectively

Manufacturing companies are also using AI to keep the production line humming by keeping the equipment and tools running. AI analyzes data from sensors embedded in machinery to predict when equipment is likely to fail. This allows maintenance to be performed only when necessary, reducing equipment downtime and maintenance costs because if there's equipment downtime, the production line grinds to a halt.

AI is capable of analyzing all equipment data to know in advance when a machine might be heading towards failure. In anticipation of future potential failure, those machines may be able to be taken offline at a convenient time to perform predictive maintenance.

AI is also helping to keep manufacturing processes running by optimizing supply chain management by predicting demand, optimizing inventory levels, and improving logistics. Companies use AI to analyze vast amounts of data from suppliers, weather patterns, and market trends to enhance supply chain efficiency. With the help of AI, organizations are able to more effectively predict demand and optimize inventory levels, improve overall logistics as well.

Furthermore, AI is making manufacturing more efficient by optimizing production schedules by analyzing data, including order volumes, machine availability, and workforce capacity. This helps manufacturers maximize efficiency and minimize bottlenecks.

To keep energy-intensive production costs low, AI is even being used to monitor and optimize energy consumption in manufacturing facilities. AI systems analyze data from energy meters and production equipment to identify inefficiencies and suggest ways to reduce energy usage, leading to cost savings and more efficient and environmentally-friendly use of energy.

Assistance With Product Development and Design

AI is increasingly being used in the design process itself. Whether it's the design of a product or packaging, or improving overall product effectiveness, usability, reliability, or efficiency, AI is being used increasingly to accelerate the product design and prototyping. AI systems can analyze thousands of different alternatives and options, and identify desirable characteristics, factoring in cost, manufacturability, supply availability, energy usage, and other considerations.

These AI systems consider millions of different options with millions of different parameters and considerations, and help manufacturing firms design more efficiently, and more effectively deliver products to market.

As part of this process, organizations are employing AI to improve demand forecasting accuracy by analyzing historical sales data, market trends, and external factors such as economic indicators. This helps manufacturers better plan their production and inventory, reducing the risk of overproduction or stock-outs. These AI-powered forecasting systems can help anticipate demand and avoid supply chain or inventory disruptions that cause significant problems across the economy.

In all these ways, AI is making a significant impact on manufacturing today, and will no doubt power advancements in product design, development, production, and beyond in the manufacturing firm of the future."
68,NaN,What Trump could do on day one in the White House,"What Trump could do on day one in the White House

Bloomberg via Getty Images Donald Trump at his first inauguration in 2017

Donald Trump and his Republican Party have an ambitious agenda and control of US Congress. Trump has said he will ""make heads spin"" as he moves full-speed ahead after his inauguration on 20 January. His team has said to expect a flurry of executive orders - directives from the US president - out of the Oval Office in the first week. Policy experts and lawyers are already drafting those orders as part of the administration's transition. Still, advocacy groups and Democratic state governors have vowed to challenge at least some of those plans. Here is what the president-elect has said about his second-term priorities. Follow live: Trump transition updates

Immigration and the border

Trump press secretary Karoline Leavitt told Fox News on Sunday ""we know he promised to sign an executive order to secure the southern border"". ""We know that on day one he is going to launch the largest mass deportation of illegal immigrants in American history,"" she said. In the week since his re-election, Trump has prioritised filling leadership positions that would oversee immigration, suggesting he is preparing to tackle his plans for border policy early. He tapped veteran immigration official Tom Homan as his ""border tsar""; selected South Dakota Governor Kristi Noem to oversee homeland security; and appointed Steven Miller as White House deputy chief of staff for policy. Mr Miller is best known for shaping some of Trump's most restrictive policies on illegal immigration during his first term. Any mass deportation programme could face logistical difficulties as well as a flurry of legal challenges from immigration and human rights activists. Trump could also re-implement his ""Remain in Mexico"" policy that required asylum seekers to wait in Mexico while claims are processed. President Joe Biden had called the programme ""inhumane"" and tried to end it on his first day in office, but faced legal challenges. In 2022, the Supreme Court allowed him to move ahead. During the Trump administration, about 70,000 asylum seekers were returned to Mexico to wait for their hearings. Another day one promise was to end birthright citizenship - the 150-year-old principle that says anyone born on US soil is an American citizen. It's not clear how Trump plans to achieve this policy. He has pledged an executive order but birthright citizenship is explicitly guaranteed by the US Constitution, meaning it can only be altered under specific circumstances. He would need states to agree to a national convention or a two-thirds vote in favour in the narrowly split Congress to propose a change, then subsequent approval by three-fourths of state legislatures - of which Republicans control just over half.

6 January

Trump did not mention pardons in his victory speech, but he has long suggested that pardoning those convicted of storming the Capitol in 2021 would be a priority. ""Oh, absolutely, I would. If they're innocent, I would pardon them,"" Trump said during a panel at the National Association of Black Journalists. US presidents have wide authority to forgive people convicted of federal crimes or end their prison sentences. Prosecutors may also decide to drop pending cases depending on who Trump might choose to pardon. What's less clear is who might get a pardon. At one point, Trump told CNN: ""I am inclined to pardon many of them. I can't say for every single one, because a couple of them, probably they got out of control."" Ms Leavitt told the Washington Post that he will decide “on a case-by-case basis when he is back in the White House”. More than 1,500 people were arrested in connection with the Capitol riot. According to federal numbers, more than 750 of them were sentenced for crimes ranging from trespassing to assaulting police officers and seditious conspiracy.

Jack Smith

Trump has also faced his own legal challenges over his actions following the 2020 election and a separate classified documents case. Special Counsel Jack Smith, a veteran prosecutor appointed to oversee the US Department of Justice's investigations into Trump, filed charges, to which the president-elect has pleaded not guilty. This week, sources told CBS News that Mr Smith plans to resign before Trump takes office and avoid Trump's promises to fire him. The BBC's US media partner also reported that his office would wind down the two cases it was pursuing against Trump. It remains unclear whether Trump and his supporters will still try to punish Mr Smith. Congressional Republicans have reportedly implied they intend to investigate his work. ""Jack Smith’s abuse of the justice system cannot go unpunished"", billionaire and Trump ally Elon Musk posted on social media. Trump had said firing Jack Smith is one of his top priorities. ""I would fire him within two seconds. He’ll be one of the first things addressed,"" he said in an interview in October. Trump regularly railed against the special counsel in interviews and online, calling him a ""crooked person"", a ""scoundrel"" and other insults. Smith's cases were already facing an uncertain future. The Supreme Court ruled in July that presidents have partial immunity from criminal prosecution for their conduct in office, undermining Mr Smith's work. Trump's electoral win also gives him the power to pardon himself of any federal crimes, though no president has done so before.

Paris climate agreement

In his 2016 campaign, Trump made withdrawing from the Paris climate agreement a priority. Within six months of taking office, the United States moved to exit the landmark deal. President Joe Biden made rejoining the agreement one of his top priorities when he ran against Trump in 2020. Biden signed a letter requesting the US be readmitted on his first day in office. How will Trump respond in his second term? Media reports suggest that his team is preparing orders to withdraw once again when he takes office in January. Leaving the agreement would mean the US is no longer beholden to meeting set carbon emissions reductions. Among other priorities at odds with the Paris standards, Trump has said he wants to prioritise US production of oil and gas. He promised to quickly expedite permitting and fracking - ""We’re drilling, drilling, drilling,"" he told Fox News host Sean Hannity last year. Trump has also criticised the Biden administration's plans to expand wind energy and increase electric car production, which could be early targets in his new administration.

Russia and Ukraine

On the campaign trail, Trump said he could end the war in Ukraine ""in a day"". He has also repeatedly criticised the US government's continued support of Ukraine, casting the war as a drain on resources. He has not yet given specifics on how he would negotiate the war's end beyond saying he would help the two countries strike a deal. Since his re-election, Trump has spoken to Ukrainian President Volodymyr Zelensky in a call that lasted ""about half an hour"", with billionaire Elon Musk also taking part. A source told the BBC that ""it was not really a conversation to talk about very substantial things"". The Kremlin denied that Trump held a call with Vladimir Putin, though media reports said Trump warned the Russian president against escalating the war in Ukraine.

Trade and economy

The economy is an issue that Trump heavily campaigned on, vowing to end inflation as soon as he takes office. “We will target everything from car affordability to housing affordability to insurance costs to supply chain issues,” Trump has said. “I will instruct my cabinet that I expect results within the first 100 days, or much sooner than that.” He said he would sign an executive order that directs every cabinet secretary and agency head to “use every tool and authority at their disposal” to defeat inflation and to bring consumer prices down. Trump’s plan includes imposing tariffs on imported goods, especially those coming in from China, arguing that these taxes would keep manufacturing jobs in the US. It’s still unclear how widespread these tariffs will be, but Trump has raised the prospect of at least a 10% across-the-board tariff on imported goods, as well as a 60% import tax on goods from China. He also vowed to target Mexico with his tariffs. “I’m going to inform (the Mexican president) on Day 1 or sooner that if they don’t stop this onslaught of criminals and drugs coming into our country, I’m going to immediately impose a 25% tariff on everything they send into the US,” he has said. These tariffs would probably not need congressional approval. Trump already introduced tariffs in his first term, citing Section 232 of the Trade Expansion Act of 1962, which empowers a president to impose duties on goods that could affect US national security. Another promise is to “end the Biden-Harris war on American energy”, Trump has said, vowing to ramp up oil drilling and fracking as a way to lower the cost of energy bills for consumers. Trump can do this with an executive order that rolls back environmental protections, which would allow him to halt clean energy projects and scrap climate targets set by the Biden administration. The president-elect has also vowed to fire Gary Gensler, the chairman of the Securities and Exchange Commission, on day one. Gensler, who was appointed by Biden, pushed for climate disclosure rules and strong enforcement of the cryptocurrency market. Trump has championed cryptocurrency, and his election saw the value of Bitcoin go up by 30% in the past week due to an expectation that his administration will be more crypto-friendly.

Title X

Donald Trump has vowed to undo the changes made by President Biden to Title X, the country’s only national, federally-funded family planning programme. In 2019, during his first term, Trump’s administration implemented a new rule that prohibited any health provider in the Title X network from mentioning abortion to patients, even if a patient raised questions about it themselves. The change effectively stripped tens of millions of dollars from organisations such as Planned Parenthood that offer or refer patients for abortions. But just months later, when Biden took office, he had that policy reversed. Now, it’s expected that Trump will change the rules again."
69,2024-11-12 14:18:00,DHL Supply Chain experiments with GenAI,"Listen to the article 2 min This audio is auto-generated. Please let us know if you have feedback

Dive Brief:

DHL Supply Chain is deploying a pair of artificial intelligence applications in partnership with consulting agency Boston Consulting Group, according to a press release last month.

The logistics services provider aims to enhance data management and analytics capabilities with the two generative AI applications to improve customer insight, better assess proposals and deliver more “tailored” solutions, per the release.

“Generative AI is transforming how we manage data and develop proposals,” DHL Supply Chain Global Chief Development Officer Markus Voss said in a statement. “By cleaning and assessing data from potential customers before designing logistics concepts, our engineers can be far more productive.”

Dive Insight:

DHL Supply Chain manages its GenAI use cases with a “product funnel approach” that includes a pilot period, CIO Mike Kreider told Supply Chain Dive.

The two use cases, referred to as “first Gen AI” and “second Gen AI,” are currently targeted for specific DHL Supply Chain user groups and “take an intentional product rollout approach,” Kreider said.

Two of the use cases in the “funnel” include a GenAI application for business development that enables a quicker analysis of customer requirements. By having GenAI handle the data, DHL Supply Chain’s business development team can create more personalized proposals, according to Kreider.

The second GenAI application use case sorts the available data so that DHL Supply Chain’s solutions designs team can offer better customer solutions, he added.

The AI tools can also help summarize customer queries and process legal documents, according to the press release.

“DHL leverages GenAI tools to transform key business processes and enhance our analytics capabilities to provide greater value to our customers and employees,” Kreider said. “These two GenAI solutions are doing just that and will be fully rolled out soon.”

Beyond introducing AI into its operations, DHL Supply Chain — which named a new CEO of North America earlier this year — has also been using automation and technology for labor retention and warehouse management."
70,NaN,Supply Chain Dive,"By signing up to receive our newsletter, you agree to our Terms of Use and Privacy Policy . You can unsubscribe at anytime."
71,NaN,Edinburgh Airport fuel tanker staff announce Christmas strike,"Airport fuel tanker staff announce Christmas strike

Getty Images Unite said staff at North Air would walk out over the festive period and warned it could lead to ""widespread disruption"".

Fuel tanker drivers at Edinburgh Airport have announced a strike over the festive period as part of a pay dispute. The Unite union said staff at North Air would walk out for 19 days during Christmas and New Year after rejecting a 4.5% wage increase. North Air, which provides refuelling service for domestic and international airlines at Scotland's largest airport, said it was ""disappointed"" by the decision but that it remained open to talks. Unite accused it of ""refusing"" to re-enter negotiations and warned that some long haul flights could be disrupted by the planned stoppage, due to start on 18 December.

North Air is the only fuel supply company for some long haul flights which include United Airlines' service to New York and Emirates' to Dubai. LoganAir, which operates flights between Edinburgh and the Scottish islands, said it plans to operate a full and uninterrupted service throughout the festive period. Unite said North Air had to make an improved offer to combat several years of below inflation pay rises. In a ballot members overwhelmingly backed the strike action, which is scheduled to end on 6 January.

Travel disruption

Industrial officer Carrie Binnie warned that North Air was risking ""widespread travel disruption"" by failing to come to the table and resolve the dispute. She said: ""North Air has no concern for their workers or the travelling public. ""Unite has had no option but to confirm imminent industrial action. ""North Air now has very limited time to resolve this dispute. The company's belligerence is at serious risk of causing widespread travel disruption at Edinburgh airport over the festive season.""

Unite's Carrie Binnie said North Air was risking ""widespread disruption"" by not negotiating with members"
72,NaN,"Storm Darragh: More than 5,000 homes without power in the West","Homes still without power in aftermath of storm

Paul Silvers/Cloud9Weather Members of the local community clearing fallen trees in Kingston St Mary, near Taunton

Nearly 4,000 homes in the West of England are still without power following disruption caused by Storm Darragh. On Sunday more than 10,000 properties across the region were affected by power cuts as the storm swept across the UK, bringing strong winds and heavy rain throughout the country. Trees came down, travel was disrupted and events cancelled. Gusts hit more than 90 miles per hour (144km p/h) in areas around the mouth of the river Severn. Matt Turner, from National Grid, said while power has been restored to the majority of properties, its engineers are working as quickly as they can to help those remaining.

Residents at Edithmead Leisure Park Homes in Burnham-on-Sea, Somerset, have been without power since the early hours of Saturday. ""They [National Grid] told us that it'd be on by 6pm the next day. And then they updated that again to say 'no, it'll be 6pm on Sunday',"" said resident Barry Whitcombe. Mr Whitcombe added that local reports now suggest things may not return to normal until at least midday on Tuesday.

Simon Harnaman A tree fell over in a residential street in Redland, Bristol

As of 17:30 GMT on Monday, there were 3,706 properties without power due to Storm Darragh in Bristol and Somerset, National Grid confirmed. A spokesperson said: ""Our regions bore the brunt of the awful conditions caused by Storm Darragh but we have made significant progress restoring power to more than 1.5 million customers since it hit our network. ""We'll be aiming to get the remaining customers off-supply reconnected as quickly as possible and apologise for the ongoing inconvenience they are facing as they wait for power to be restored.""

BBC Weather Watchers Storm Darragh brought strong winds to coastal areas of the West of England

Speaking to BBC Radio Bristol on Monday morning, Mr Turner also expressed his gratitude for customers' patience. ""I would like to take the opportunity to thank everybody for their patience as our teams work through the night and will continue to work through today to get people back online,"" he said. Across the country, and at the height of the storm, about eight million people were without electricity after the strength of the wind damaged overhead lines and equipment.

Google maps There has been an urgent road closure on the A39 at West Quantoxhead

Travel Somerset reported an urgent road closure on the A39 at West Quantoxhead on Monday at 15:30 GMT. A National Grid pole has been damaged and electricity cables are in dangerous proximity to the carriageway. It said as soon as the repairs are complete the road will be opened to traffic.

Shuan Croucher Westbury Station has reopened after the station's roof was damaged

Most travel has now returned to normal in the wake of the storm. The M48 Severn Bridge has reopened in both directions after it was closed over the weekend due to strong winds. Westbury and Chippenham railway stations have also reopened after damage from the storm, said Great Western Railway. However, GWR have advised customers to check before they travel, as there may be further travel disruptions in the aftermath of Storm Darragh. Network Rail teams will continue to carry out track safety inspections and some services may experience delays and cancellations. A number of flood warnings remain in Gloucestershire in the aftermath of Storm Darragh. Parts of the River Severn and River Wye are affected by red alerts after the storm brought heavy rain."
73,NaN,Further rail disruption in West Country due to engineering works,"More rail disruption due to engineering works

Train passengers in the West Country are being warned of further disruption due to ongoing engineering works.

Network Rail is replacing track in the Newbury area, as well as working on flood alleviation at Newbury Station and improving level crossings at Kintbury, Thatcham and Midgham.

From Wednesday until Friday, there are set to be no train services between Newbury and Westbury.

Trains between London Paddington and Devon or Cornwall will be diverted between Reading and Taunton via Swindon. Some will continue via Bristol Temple Meads and some via Melksham."
